id,jib,name
10628,4309348730008,MELISA VIDEOTEKA VL CAMDZIC MUHAMED
10629,4309348810001,CONCCORDE CAFFE BAR VL CESKINOVIC MEHMED
10630,4309349540008,PIVNICA RAHATLUK UR VLASNIK HASIC SELVEDINA
10631,4309350550009,MIREX STR VL. BEGOVIĆ EŠEFA
10632,4309351010008,BOSNA SUR MIONICA 3
10633,4309351360009,SKORO TRG RAD VL SKORIC EDVINA
10634,4309352410000,MELIHA TR VL KULJANIN RASEMA
10635,4309352840004,GRADNJA SZR BEHADEROVIC IBRAHIM RASLJEVA
10636,4309353220000,EMI UR VL.KURTIC DZEMALUDIN BANOVICI
10637,4309358450003,SIBILA TR VL OMERAGIĆ RAMZIJA NOVALIĆI GRADAČAC
10638,4309358700000,KROJAC SZR VL BEGIC FADILA
10639,4309358880008,DŽENO TR MEŠIĆ SENADA
10640,4309360270039,BLOCKBUSTER SZ VIDEOTEKA HRNJIC ADIN
10641,4309360940000,TDI TRGOVA▯KA RADNJA
10642,4309361320005,"""TAKSI PREVOZ"" VL VEJZOVIĆ OHRAN TUZLA"
10643,4309361830003,BATVA STR VL.SINANOVIĆ SENIJA
10644,4309362050001,"TR GRANAP ▯IVINICETRGOVA KA RADNJA ""GRANAP"" VL HALIL EVI ZIKRET ▯IVINICE"
10645,4309362480006,DELFIN TR PERKO IVAN ZIVINICE
10646,4309363880008,ZUMBUL GOSTIONICA VL.BASIC SABAHUDIN ZIVINICE
10647,4309364930009,BUFFET UR VL MUJAGIC EJZUDIN ZIVINICE
10648,4309366710006,AZRA TR VL SMAJLOVIC AZRA
10649,4309367010008,5 PLUS CAFE BAR HODZIC HAZIM
10650,4309367360009,BIG STAR BUTIK VL DZANIC JASNA
10651,4309367870007,TNM MIGROS 2
10652,4309368680007,NINA FRIZERSKI SALON
10653,4309371120004,NUNA SAMOSTALNA TRGOVINSKA RADNJA VL KOVAČEVIĆ HASIBA
10654,4309372010008,VODOINSTALACIJE I CENTRALNO GRIJANJE ZR
10655,4309373250002,"DENIM SREBRENIKFRIZERSKI SALON ""DENIM"" VL VIKALO ALMA SREBRENIK"
10656,4309375890009,PLANIKA SZR LUKAVAC ŽENSKI FRIZERSKI SALON VL.KURTIĆ HAJRIJA
10657,4309378300008,SULE STR KIOSK TRGOVKA VL.ZUKIC SUVAD LISOVICI
10658,4309378480006,DEKOR SPECIJALIZIRANA PRODAVNICA VL MUSIĆ JOVANKA TUZLA
10659,4309379960001,KIKE
10660,4309380460004,"NB LUKAVAC TRGOVINA NA MALO MJE OVITOM ROBOM ""NB"" VL SINANOVI REFIKA LUKAVAC"
10661,4309380890009,STAKLO SZR CATIC RUVEJD D VUKOVIJE
10662,4309381430001,K-2 TR VL KLAPIC REFIKA ZIVINICE
10663,4309381600004,MESA TR VL HODZIC MEHMED
10664,4309384290006,CAFFE BAR VANILA
10665,4309385690008,SANJA PRZION KAFE VL KARIC ZIHNIJA DOBOSNICA LUK
10666,4309388520006,"AURA GRA ANICA-CAFFE - BAR ""AURA"" VL AHMETA EVI AZEM GRA ANICA"
10667,4309389090005,BRAĆA TURBIĆ SAMOSTALNA MESARSKA RADNJA VL TURBIĆ MIRALEM GRADAČAC
10668,4309389090021,BRAĆA TURBIĆ VL TURBIĆ MIRALEM GRADAČAC
10669,4309389330006,AUTOPREVOZNIK DEDIC SAMIR
10670,4309391740009,MARIC SPECIJALIZIRANA PRODAVNICA VL MARIĆ VLADO TUZLA
10671,4309393010008,LEJLA STR SKAPUR LEJLA
10672,4309394410000,DZIZIC ATIF AUTOPREVOZNIK ZIVINICE
10673,4309396110003,ĆETVORKA STR VL DJULIĆ KEMIJA GRAČANICA
10674,4309396460004,IMBIS KOD BESIRA UR OBP VL.RUSITI BESIR BANOVICI
10675,4309401720001,CAFFE BAR ALKATRAS TUZLA UGOSTITELJSKA RADNJA
10676,4309401990009,SAMOSTALNA ZANATSKA DJELATNOST BETON- PROMET BJELIĆ VL. BJELIĆ MUSTAFA SREBRENIK
10677,4309402530001,FRISCO CAFFE BAR VL VERLASEVIC ISMIR TUZLA
10678,4309403850000,"ADOVKAT ISABEGOVIĆ EMIR, TUZLA"
10679,4309403930003,AUTOPRAONICA VL. SALIHBAŠIĆ SENAD GRAČANICA
10680,4309404580006,CENTAR STR VL. BEĆIROVIĆ MUHIBA
10681,4309406360003,KONOBA SPORT VL OMEROVIC OMER
10682,4309407170003,LIMARSKO -BRAVARSKA STAK VL. AVDI▯EVI▯ IBRAHIM GRADA▯AC
10683,4309407250007,STEFANEL UGOSTITELJSKA RADNJA BISTRO VL BESIROVIC NUSRET
10684,4309409620006,AUTOPREVOZNIK MRKONJIC NERMIN BANOVICI
10685,4309411010002,LIBER BA SPECIJALIZOVANA PRODAVNICA VL.CANIC MUHAREM TUZLA
10686,4309413220004,MADENA VL CVJETKOVIC NADA SUR KONOBA BISTRO
10687,4309413900005,BANE-ZEMA TR VL.HUSIC SEHVALA BANOVICI
10688,4309414110008,PREHRANA PROMET TR ŽIVINICE VL.ĐULOVIĆ FATIMA
10689,4309414540002,SAOBRAĆAJAC SAM.AUTO ŠKOLA BLOKIRAN
10690,4309414620006,SEKA TR MILKUNIC NEZIRA BANOVICI
10691,4309415430006,DEMIX MOLERSKA RADNJA VL HUSIC MUSTAFA
10692,4309417210003,DRVOKOMERC FINALNA OBRADA DRVETA VL.BEGANOVIC EDHEM
10693,4309417640008,ATAH
10694,4309418960006,ARAK STR VL KAHRIMANOVIC ZEHRA
10695,4309421080025,SAHACIJA SR VL MUHAREM KIKIC
10696,4309423020003,ABID
10697,4309425150001,MESNICA VL MAHMUTOVIĆ IZET DONJA ORAHOVICA - GRAČANICA
10698,4309428760005,VEDRANA FRIZ.SAL.VL.JAHIĆ V.TUZLA
10699,4309432100001,ŠIKARA TR VL. MEŠANOVIĆ IDRIZ
10700,4309434650009,"TR STELLA SREBRENIKTRGOVA KA RADNJA "" STELLA"" VL SOFI DIJANA SREBRENIK"
10701,4309435890003,STR BUTIK
10702,4309436270009,RESTORAN E & E VL. HUSKIĆ MUHAMED GRAČANICA
10703,4309439960006,"HEMIJSKA ▯ISTIONA ""EXPRES"" VL DIZDAREVI▯ EMINA GRA▯ANICA"
10704,4309440620006,DVA M TR KARIC EDINA
10705,4309444020003,"KLASIČNA PRODAVNICA ""KIKA"" VL JOVIČIĆ EFIKA TUZLA"
10706,4309447390022,BELA SZR VL SAGDATI OMAR
10707,4309450420005,ELMA TR VL KUDUZOVIC JASMINA GRADACAC
10708,4309450770006,LIRA AGENCIJA JUKAN IBRAHIM
10709,4309451400008,ADESI TR VL DELIHODZIC SULEJMAN
10710,4309453010002,"TRGOVAČKA RADNJA NA MALO ""AIDA""KLADANJ VL.HUSIĆ DŽEMAL"
10711,4309453440007,"AUTO-ŠKOLA ""SEMAFOR"" KUDUMOVIC ADIL"
10712,4309453790008,SVIRAC SMR VL KEVRIC ALJO
10713,4309454170003,STAKLOREZACKE STRUKE SZR VL JAHIC RESAD
10714,4309455810006,STOLARSKA RADNJA SZR VL.HUSAKOVIC HUSO- ALJO
10715,4309457270009,"""PIJACA"""
10716,4309457430006,"STR GRADINA SREBRENIKSAMOSTALNA TRGOVINSKA RADNJA ""GRADINA"" VL HUSEJNOVI NURAGA SREBRENIK"
10717,4309457510000,"""MAJDA""TRGOVNA VL FO▯I▯ EDINA TUZLA"
10718,4309458080009,SAM TAŠ OBU RADNJA GRADSAMOSTALNA TAŠNARSKO-OBU ARSKA RADNJA VL MEHI ASIMA GRADA AC
10719,4309458910001,JASMIN
10720,4309460060007,PAUK VIDEOTEKA VL.SILJIC-SAGDATI REDZIBA BANOVICI
10721,4309462270009,BAMBINO SUR BRZE PREHRANE
10722,4309462940004,FENIX KAFE B MUSTAFIĆ MEVZETA
10723,4309466260008,AMEBA PROD VL AHMETOVIC MENSUR TUZLA
10724,4309466420021,RUZA STR VL KOVACEVIC SEJID
10725,4309467070008,BGT AUTO SKOLA VL MANDZUKIC IZET
10726,4309467230005,FOTO STUDIO FOTO RADNJA VL DZIDIC AHMED
10727,4309468120009,PIRAMIDA TR VL. SILJIC ALMIR
10728,4309470880002,KARAS-GRAĐ.ZAN.SERV-GRAČANICA
10729,4309471690002,BAROK SAMOSTA RADNJA VL. HECIMOVIC EDIN
10730,4309471930003,"UR KOD OPE ▯IVINICE"" UGOSTITELJSKA RADNJA ""KOD OPE"" VL NAZIBEGOVI SANELA IVINICE"
10731,4309474950005,"SALON ZABAVNIH IGARA PLANET VL.PJANIĆ EMIR,TUZLA"
10732,4309477970007,"TR""BUTIK"" VL HODŽIĆ AZRA"
10733,4309479750004,NINO TR KAFE SOP VL.MARKOVIC NEDELJKA BANOVICI
10734,4309479830008,LORD TR VL.KARIC SMAJIL
10735,4309480090000,BAZAR TR VLASNIK KARIC STOJA
10736,4309485640008,SONDER AGENCIJA VL HADZIC ISO BANOVICI
10737,4309487000006,DENIS TR VL.HODZIC ADMIRA BANOVICI
10738,4309487340001,LIMENKA UR VL RUSITI MEMET
10739,4309487690002,PLAZA SAMOSTALNA UGOST. RADNJA
10740,4309491700004,ZANATSKA BUREGD▯IJSKO-POSLASTI▯ARSKA RADNJA VL.ISMAILI MAIR TUZLA
10741,4309495100001,VIDEOKLUB MASTER VL.NUHIC ENES
10742,4309496840009,REDKEN FRIZ SALON SPAHIC EDIN
10743,4309498890003,FOKUS OPTICARSKA RADNJA
10744,4309499270009,AUTOP SKALJIC SEAD ŽIVINICE
10745,4309499600009,GRADJEVINAC ZR VL DŽAFIĆ NIJAZ ĐURDJEVIK
10746,4309499780007,HARI PLAST STR VL. ŠABIĆ HARUN
10747,4309499940004,KEREP MESNICA ZR VL SABIHA TALETOVIC
10748,4309500380000,MESNICA ZR VL DEDIĆ ANES
10749,4309501350007,"""HOLLYWOOD""UGOSTITELJSKA RADNJA KONOBA VL.TINJIC DAMIR"
10750,4309503130004,UNI PLAST S.Z.R.VL. SALIHBAŠIĆ DŽENAN
10751,4309503480005,RAMICKA TR SMIGALOVIC SADIKA TOJSICI
10752,4309504290005,MUSKI FRIZER SMAJLOVIC ZIJADA
10753,4309506310003,"DRADSTOR ZAMBAK LUKAVAC-DRAGSTOR ""ZAMBAK"" VL ILJAZAGI SANELA LUKAVAC"
10754,4309506400002,VIDIKOVAC RESTORAN VL.HODZIC REMZIJA KLADANJ
10755,4309507470004,AROMA STR VL.ALIĆ IZET MIRIČINA
10756,4309511230000,BIFE JASMIN VL.DŽIKIC JESENKO GRACANICA
10757,4309511820001,BISTRO UR MELDINA MUSIC FADIL
10758,4309513360008,CAFFICO PRZIONICA KAFE VALJEVAC BEGZADA
10759,4309513520005,KASKADA UR KIJAMETOVIC ISO
10760,4309513790002,MIRZA TR. VL. IBRAKOVIĆ NESKA GRAČANICA
10761,4309514170008,TV SERVIS VL LIPOVAC MERSED GRADACAC
10762,4309514840003,"""SARAJKA""CAFFE-SLASTICARNA VL.LIMANI NEAS"
10763,4309516200001,FILM KAFE BAR ZUNIC SADMIR
10764,4309518080003,"STOLARSKA RADNJA VL.IBRAHIMOVIĆ SENAD S.POLJE,GRAČANICA"
10765,4309518910006,RIO CAFFE BAR
10766,4309519560009,"TR KALIMERO GRADA ACTRGOVA KA RADNJA ""KALIMERO"" VL ARAPOVI JASNA GRADA AC"
10767,4309521460003,SUNCE UR VL.SKALJIC FATIMA ZIVINICE
10768,4309524480005,A A TR
10769,4309524720006,RASADNIK TR VL. SAKIC SENAD ZIVINICE
10770,4309525370009,ADELA SUR SAPNA
10771,4309529790002,GALE STR HADZIC DZEMILA
10772,4309532070002,METALKO SZR
10773,4309533800004,NAPOL AGENCIJA VL. TERZIC SADIK
10774,4309534280004,GRADNJA SZR BANOVICI
10775,4309534790002,OBJEKAT BRZE PREHRANE KOD BATE
10776,4309535760000,AUTOP SKALJIC ASMIR ZIVINICE
10777,4309536730007,MESARSKA RADNJA BRICIC OSMAN
10778,4309536900000,INFO SZR VL ŠIRBEGOVIĆ NERMIN
10779,4309541060028,AUTO-SERVIS VL.MUJAČIĆ M.
10780,4309542110002,ALMA SZR FRI SALON VL TALOVIC RAM ZIVIN
10781,4309543270003,SEVDAH SUR BIFE VL DUGONJIC OSMAN
10782,4309543780001,TARE TR VL IMAMOVIĆ RASIM GRAČANICA
10783,4309544590001,"AGENCIJA BACKSTAGE KLADANJI AGENCIJA ZA RAZVOJ KULTURE I UMJETNOSTI ""BACKSTAGE"" VL HALILOVI AHS"
10784,4309545560009,KOD MRKINA MESNICA VL BRKIĆEVIĆ JASMIN GRAČANICA
10785,4309546290005,LOVAC CAFE BAR VL GOPO SABINA
10786,4309547260002,FAKE TRGOVKA JAHIC JULIJANA
10787,4309547930008,ASTORIJA DISCO BAR GARAGIC NEDZAD
10788,4309548070002,AUTOMEHANICAR DIVKOVIC ANTO
10789,4309553740008,KRISTAL SAMOSTALNA STAKLOREZACKA RADNJA ZIVINICE
10790,4309555950000,"SUR-A KAFFE BAR ""ELDI"" VL SRABOVI▯ IZET DEVETAK-LUKAVAC"
10791,4309556170008,P S PLAYSTATION INTERNET VL PISKIC M
10792,4309559780001,NINO SZR PRZIONICA KAFE VL MARKOVIC SLOBODAN BANOVICI
10793,4309559780028,KARIC UR CAFFE-BAR VL.MARKOVIC SLOBODAN BANOVICI
10794,4309559940009,MIRELA FRIZ.RADNJA VL. NUHANOVIĆ M. D ORAHOVICA
10795,4309560440001,ARABICA PRŽIONICA KAFE VL SALIHBAŠIĆ SELMIRA
10796,4309561330005,MESNICA SZR VL.MUJAKIC OMER
10797,4309564270003,SAM AUTOPREVOZNIK DURAKOVIC NALVEDIN
10798,4309564860005,OMEGA AUTO SKOLA VL RAMIZ CAUSEVIC
10799,4309565670005,COLOR RTV VIDEO-SERVIS VL RAKOVAC IZUDIN
10800,4309566210008,MERI TRGOVACKA RADNJA VL.ŠIŠIC MERIS
10801,4309567290005,"SZR SALIHBAŠI GRA ANICASAMOSTALNA ZANATSKA RADNJA ""SALIHBA I "" VL SALIHBA I NEFISA GRA ANICA"
10802,4309567450002,SIRIUS ZR VL BRKIĆ DAMIR GRAČANICA
10803,4309568180009,"""KISOFT"" VL IBRAHIMOVI▯ SENAD KLADANJ"
10804,4309568420000,SPAR STR OKANOVIC LATIFA GRACANICA
10805,4309569230000,STR SANY VL. SALKOVIĆ ZLATA
10806,4309570830002,PLAVI OSCAR UR VL MEHIC VAHIDIN SREBRENIK
10807,4309572020008,ARABESKE FRIZ SALON VL DZAMBO ELVIRA
10808,4309574150006,BENE AUTOSERVIS VL CAMDZIC ENVER
10809,4309574400002,VODOINSTALATER SZR VL MULAHASANOVIC ENES SREBRENIK
10810,4309574740008,"""AUTOPREVOZNIK"" VL FERHATBEGOVIĆ HAJRUDIN STARIČ-KLADANJ"
10811,4309575120003,KINEMA VL ŽUNIĆIBRAHIM GRAČANICA
10812,4309575710005,MERMER SZR VL.HUSIC REMZUDIN ZIVINICE
10813,4309577250001,BELA FRIZERSKI SALON ZA MUSKARCE VL MUHIC M.
10814,4309578140005,HAZNA TR VL MUMINOVIC OSMAN
10815,4309578220009,AUTPREVOZNIK OMER HAMIDOVIC
10816,4309579110002,DADISS SAM. UGOST. RADNJA VL. DOBORAC SNJEŽANA GRADAČAC
10817,4309579380000,FINANSIJSKA AGENCIJA EMMMF VL. VAJZOVIĆ ŠABAN
10818,4309579890008,HARI CAFFE BAR
10819,4309581100006,ANTURIUM I TR VL TREPANIĆ JASMIN
10820,4309581520005,ANTURIUM II TR VL TREPANIĆ NIHADA
10821,4309586830002,KOZMETICKI STUDIO EDINA VL SMAJLOVIC NEDIMA
10822,4309587720006,"STR KNJIŽARA ŽIVINICESAMOSTALNA TRGOVINSKA RADNJA IVINICE PAPIR ""KNJI ARA"" VL HABAD I MUHAREM"
10823,4309589340006,SVOJACKA TR VL.BESIC EMINA SVOJAT ZIVINICE
10824,4309591670005,TERMOVOD KUBURIC VL KUBURIC S
10825,4309592720006,BOSNA 2 SZR PEKARSKA RADNJA MUSAJ CAZIM
10826,4309593290005,SANELA TR VL PALAVRIĆ NERMIN TUZLA
10827,4309593530006,"SUR-A KONOBA ""▯AMD▯E"" VL ▯AMD▯I▯ MIRSAD LUKAVAC"
10828,4309594420000,KENOGRAF SZR VL SENAD BAJRAKTAREVIC
10829,4309595070002,AUTOPREV BRCANINOVIC PASAN ŽIVINICE
10830,4309595740008,"TRGOVKA ""NARA"" VL PA▯I▯ MIDHAT TUZLA"
10831,4309596630001,KARAULA SAMOSTALNI PREVOZNIK VL. CAMDZIC MUJO KLADANJ
10832,4309596710005,PASAGE UR KONOBA VL KAVGIĆ REFIJA SREBRENIK
10833,4309597280004,ABEMIX STR VL IMSIROVIC ABID GRACANICA
10834,4309598330005,PIERO MODE TRGOVKA VL.TOPČAGIĆ AZUR
10835,4309599220009,PALMA SUR CAFFE BAR VL ABDULAHOVIC ADEM SREBRENIK
10836,4309599730007,HAMBI FOOD UR-OBJEKAT BRZE PREHRANE
10837,4309599900000,IZVOR TR BULIC BAJRO
10838,4309601060006,SABIAD FRIZERSKI SALON VL GIBIC NERMINA
10839,4309601650008,PALMA CVJECARA ZARIC LJILJANA
10840,4309603510009,SUR SARAJ SAPNA
10841,4309604080008,NARCIS
10842,4309604240005,MB STR VL BASIC ESMA
10843,4309604320009,VIS UR-RESTORAN VL.AHMETSPAHIC ISMET KLADANJ
10844,4309605130009,AUTOPREVOZ NUKIC HIDAJET ŽIVINICE
10845,4309607000005,FRIZERSKI SALON BAHRA GRAČANICA VL. OSMANBEGOVIĆ BAHRIJA
10846,4309608740002,"CAFFE-BAR ""VANJA""-DRAGAN STJEPANOVIĆ"
10847,4309613070007,DZUZDAN TR DZUZDANOVIC MUZIJET
10848,4309613660009,TAKSI PRIJEVOZ VL.HALILČEVIĆ MIRSAD
10849,4309617060006,AUTOPREVOZNIK ALIC MUSTAFA
10850,4309617650008,SALVADOR ZR VL.KUNDERT AIDA ZIVINICE
10851,4309618460008,SENA TR VL SELIMOVIĆ INDIRA TRNOVCI GRAČANICA
10852,4309618540001,BOSPROM TR VL JUKANOVIĆ MIRALEM KALESIJA
10853,4309618970006,LAS WEGAS SUR CAFFE VL FATIMA RUSTEMOVIC
10854,4309620440006,RUŽA STR
10855,4309620950004,"SUR PIVNICA ""M A N G A"" VL DIVANEFENDI▯ S JASMIN LUKAVAC"
10856,4309623200006,ZLATAR VL OSMANBEGOVIĆ FAHRUDIN GRAČANICA
10857,4309623460008,STANDOX AUTOMEHAN-LIMARSKA RADNJA KLOKOTNICA
10858,4309624780006,VENECIJA PEKARA NUKIC BADEMA
10859,4309626560003,ZVIJEZDA TR
10860,4309629310008,PICCOLO CAFFE BAR VL. ĆOSIĆ DRAGICA GRADAČAC
10861,4309629660009,MERI TNM VL BAJRIC SUHRETA
10862,4309630750003,LIPA AUTO ŠKOLA
10863,4309632610004,SABAHA FRIZERSKI SALON
10864,4309633260007,KENT STR VL ZIJAD MUJAGIC
10865,4309633420004,"TNM BEAUTY LUKAVAC TRGOVINA NA MALO ""BEAUTY"" VL BRA NJI ELVIS LUKAVAC"
10866,4309633850009,AUTO SHOP TR VL ▯OSI▯ SANJIN GRADA▯AC
10867,4309634660009,"STR-A MJE▯OVITE ROBE ""JASNA"" VL HALILOVI▯ HANIFA MODRAC - LUKAVAC"
10868,4309635120008,AUTOTAXI HUSKIC SAHBAZ GRACANICA
10869,4309635800009,AUTOPR.SALETOVIĆ DAMIR
10870,4309638060006,FOTO-EXPRES SZR
10871,4309638900004,ZANATSKA PEKARSKA RAD VL COLIC FAHRUDIN
10872,4309639460008,KIOSK TRGOVKA NECA
10873,4309642170002,""" UMO-RAD"" VL HOTOVIĆ VEHBIJA KLADANJ"
10874,4309643220003,TAKSI PRIJEVOZ VL.LUKIĆ MIRJANA
10875,4309644970006,IZOLATER SZR VL. HODZIC HALIL KLOKOTNICA
10876,4309646750003,DUVAR-COLOR MOLERSKO-FARBARSKA
10877,4309648880001,BORSALINO SUR GRACANICA
10878,4309649000005,▯EVABD INICA - A▯▯INICA VL JUNUZOVI▯ ZUHRA
10879,4309649000021,MESNICA ASCINICA SZR JUNUZOVIC ZUHRA
10880,4309649260007,OR ▯EN.I MU▯.FS MINI BAZAR
10881,4309650190004,"SZR ELEKTROPLAST, VL. MUFTIĆ JAKUB, GRAČANICA"
10882,4309656710000,"TR ""JABUKA II"" VL ▯EHI▯ SELMA ▯IVINICE"
10883,4309658330000,KESTEN TR VL IVO KESTEN SREBRENIK
10884,4309658760004,"NINA TRGOVKA, VL. HALIDOVIĆ ĐULSIMA, TUZLA"
10885,4309660820006,GO-GO KONOBA VL. ZILIC SEMIR
10886,4309666860000,AMINA TR. VL. MUMINOVIC FAHRUDIN
10887,4309669610004,SPECIJALIZOVANA PRODAVNICA-MESNICA MEDINA VL ZULIĆ DAMIR
10888,4309672240005,KRISTAL TR
10889,4309672670000,CAUSEVIC SAM.PRIVREDNIK VL.CAUSEVIC MIRSAD
10890,4309673050005,MMB
10891,4309674610004,SPREČO AUTO SERVIS VL.SPREČAKOVIĆ FADIL
10892,4309675000005,MIF UR CAFFE BAR
10893,4309676230004,UGOSTITELJSKA RADNJA KONOBA MM VL MUJKANOVIC ELVIRA TUZLA
10894,4309679920001,DAN I NOC PEKARA VL KRASNICI VELI
10895,4309681070007,ALIC SZ STOLARSKA RADNJA DEVETAK
10896,4309682040004,BAROK AŠĆINICA UR VL FEHRATOVIĆ BEHARA TUZLA
10897,4309682710000,MURGA SERVIS KUCANSKIH APARATA MURGIC ZIJAD
10898,4309682800009,ELEKTROINSTALATER SZR VL NUKIC SADIK ZIVINICE
10899,4309682980007,T.R.A M KOMERC KLJUCANIN DEVLETA
10900,4309683010001,KLUB LJILJANA BUFFET STUPARI VL.MESANOVIC DZAFER
10901,4309685060006,BULJUBAŠIĆ-PEKARA ŽIVINICE
10902,4309686030003,SPIDER TRGOVKA STR VL.MUJIĆ MUHAREM
10903,4309686380004,SIK KROJACKI SALON TRIPUNOVIC EMIRA
10904,4309686540001,ADVOKAT IBRIŠIMOVIĆ ZLATAN TUZLA
10905,4309689300001,SAMOSTALNI PRIJEVOZNIK VL BAJRIĆ MEHMED SREBRENIK
10906,4309690220003,UDOBNOST SZR VL.MOCIC DZEMAL
10907,4309690570004,AIDA TR VL RAMIC AIDA ZIVINICE
10908,4309690810005,LIPA STOL.RAD.VL. OKIĆ O.STJEPAN POLJE
10909,4309692190004,KARPE KONOBA VL.EMI Ć H.NERMIN
10910,4309692270008,KVAZIMODO CAFFE BAR DZAFIC DAMIR GRACANICA
10911,4309693670000,BUTIK MEXI VL. HASANBASIC RENATA
10912,4309694300001,ERKA SAMOSTA FRIZER RADNJA
10913,4309694480000,MAMIĆ MONT VODOINSTALATER VL MUHAREMOVIĆ M.
10914,4309694640007,AGROTEHNIKA TR VL. HUSELJIĆ VASVIJA MIONICA
10915,4309695370003,S POSLOVNI BIRO NOVAK VOJNA
10916,4309695450007,VALJE KAFE BAR VL VALJEVAC FAHRUDIN
10917,4309695880001,ORIJENT MLIJEC.RE VL DEVOLI MERIMA
10918,4309699520000,AJLA TRGOVKA SEHALJI HABIR
10919,4309703570009,FATKO-COMPANI TR VL.NUSRET IBRELJIC
10920,4309706670004,"UR CAFFE BAR ""ZEPELIN-B"" VL. ŠEHANOVIĆ BESIM SREBRENIK"
10921,4309707720005,LAKOSTA CAFFE BAR VL MEHIC RAHMAN
10922,4309707990002,"TRGOVAČKA RADNJA ""DEA"" VL FAZLIĆ DAMIRA GRADAČAC"
10923,4309708610009,"STOLAR.MEKIĆ,VL.MEKIĆ A.,PRIBAVA"
10924,4309708700008,HIV JAHIC ZD JAHIC HASAN
10925,4309712300006,MUGO TR VL IBRIŠIMOVIĆ ZEKIJA
10926,4309715230009,"UR KONOBA LOVAC KALESIJA UGOSTITELJSKA RADNJA KONOBA ""LOVAC"" VL HUREMOVI HARIZ KALESIJA"
10927,4309715660003,"NAFAKA PRNJAVOR TRGOVINSKA RADNJA "" NAFAKA"" VL BUKVAREVI IBRAHIM PRNJAVOR KALESIJA"
10928,4309716470003,"SAMOSTALNI POLJOPRIVREDNIK,VL.IBRAHIMOVIĆ SENADA,PASCI-ŽIVINICE"
10929,4309719570009,LACOSTE CAFFE-BAR VL.LALIC SENAD
10930,4309722520004,SPR ZA IZRADU SPUŽVASTIH PROIZVODA
10931,4309723170007,DŽAMM KNJIGOVODSTVENI SERVIS VL.AVDIĆ DŽEMO
10932,4309725110001,DEKOR TR VL EMRULI AJSA ZIVINICE
10933,4309725460002,MODENA UR CAFFE BAR VL DZOMBIC EMIR SREBRENIK
10934,4309726940008,LIDA ZENSKI FRIZERSKI SALON HALIDA KRAKO
10935,4309728050000,BEGIC SZR VL.BEGIC NERMINA
10936,4309728720005,NERMINS TNM TABAKOVIC NERMINA LUKAVAC
10937,4309731600002,BAJA TON
10938,4309733300006,"AUTOMEHANIČARSKA RADNJA ""PROXON"" VL MEHMEDOVIĆ ASIM PIONICA-SREBRENIK"
10939,4309733480004,UKRAS OBRTNICKA RADNJA HUSKANOVIC HIDAJET
10940,4309735340005,BISTRODUDA VL. H.MEHMEDOVIĆ NERMINA GRADAČAC
10941,4309735420009,OVERSA ZANATSKA FRIZERSKA RADNJA
10942,4309735690006,RAZIC ELEKTRO SERVIS RAZIC VAHIDIN
10943,4309737040009,UR CAFFE BAR IMPERIJAL VL. SKORIC NEDZAD
10944,4309738280003,ELEGANS TR ZIVINICE VL.BRCANINOVIC AMELA
10945,4309739170007,"TR ADNAN-SA KALESIJA TRGOVINSKA RADNJA ""ADNAN-SA"" VL SULJKANOVI AZIM RAINCI DONJI-KALESIJA"
10946,4309740930007,PRINC SUR KAFE BAR
10947,4309741150005,AUTO SKOLA 92 MUSANOVIC ENIDA
10948,4309742390000,MS AGENCIJA ZA KNJIG.POSLOVE VL. MULAMUJIC SELMINA
10949,4309742980001,CEPT CENTAR ZA PROMOCIJU I RAZVOJ POSLOVANJA VL ĆURO AIDA TUZLA
10950,4309743360007,KEUNE FRIZ SALON STEFANIC AIDA SULEJMA
10951,4309744680005,APATIN TR VL KAMARIĆNIHADA GRAČANICA
10952,4309744920006,ART STUDIO R VL. KAPETANOVIĆ REUF
10953,4309747600002,KONOBA KOD ČAJE
10954,4309748320003,NAMJESTAJ TR KONJIC NEDZAD BRIJESNICA VELIKA
10955,4309749640001,"SERVIS ZA ČIŠĆENJE STUBIŠTA I POSLOVNIH PROSTORIJA ""PREMIUM"" VL BEGIĆ SENAID LUKAVAC"
10956,4309750220008,ENI TR. VL. BJELIĆ ENIS SREBRENIK
10957,4309753160006,"OBJEKT BRZE PREHRANE-""NINA"" VL BABIĆ AMIRA TUZLA"
10958,4309753750008,"SAMOSTALNI POLJOPRIVREDNI PROIZVOĐAČ, VL. GAZIBEGOVIĆ BESIM, KALESIJA"
10959,4309753910005,MUŠKI FRIZER GILLETTE VL. GRBEŠIĆ HASIBA
10960,4309754560008,TNM ALDI
10961,4309755020007,RIBA TR RIBIC NIZAM
10962,4309756850003,DINA TR VL SELIMOVIĆ KADA TRNOVCI GRAČANICA
10963,4309760290004,MOŠULJ SAMOSTALNI PRIVREDNIK VL. ŠARAC MUJO
10964,4309761420009,MS FOTO RAD FOTO KUKURUZOVIC ALMIR
10965,4309761420025,FOTO MS-KODAK SZR
10966,4309763120002,ZLATARA AVDIC TR
10967,4309766140004,ZLATNI LJILJAN SZ RADNJA
10968,4309767110001,ADVOKAT HODZIC AKIF ZIVINICE
10969,4309767890007,PIJAČNA TEZGA SABINA
10970,4309768190009,"MON CHERY DISKO-KLUB VL.NURKANOVIĆ MUHAMED,D.ORAHOVICA"
